date,ticker,close,high,low,open,volume,daily_return,cumulative_return
2010-01-04,AAPL,6.40648078918457,6.421149084710953,6.357686124578495,6.389118243518041,493729600.0,,0.0
2010-01-05,AAPL,6.417557239532471,6.45377913699936,6.383729831431048,6.424143184410481,601904800.0,0.001728944597258364,0.001728944597258364
2010-01-06,AAPL,6.315476417541504,6.443001439806501,6.308890473783978,6.4175561476970735,552160000.0,-0.015906491859884575,-0.014205048705788648
2010-01-07,AAPL,6.303802013397217,6.346310894327245,6.258000959387648,6.338826866050641,477131200.0,-0.001848538949787093,-0.016027329069759455
2010-01-08,AAPL,6.345712184906006,6.346311306888166,6.258301526720459,6.295420710661127,447610800.0,0.006648395907694837,-0.00948548919106329
2010-01-11,AAPL,6.289735317230225,6.376248314602707,6.240042152418529,6.370261090003415,462229600.0,-0.008821211243858262,-0.01822302693101585
2010-01-12,AAPL,6.218185901641846,6.279554125989238,6.179270158820404,6.262190783014803,594459600.0,-0.011375584500730063,-0.02939131384903304
2010-01-13,AAPL,6.305896282196045,6.314278392192159,6.109819976354281,6.222676702144508,605892000.0,0.014105461293950627,-0.015700430594958292
2010-01-14,AAPL,6.269375324249268,6.300209114388348,6.257101920215476,6.289731876751842,432894000.0,-0.00579155703050338,-0.021401057686267544
2010-01-15,AAPL,6.164604187011719,6.334338392562763,6.162808019787574,6.314281191893148,594067600.0,-0.016711575207868812,-0.03775498750908435
2010-01-19,AAPL,6.437314987182617,6.441805404641824,6.203819274520782,6.236448442347635,730007600.0,0.044238168728736316,0.004812969711873727
2010-01-20,AAPL,6.338229179382324,6.4525819454731534,6.271472839500619,6.433423230843941,612152800.0,-0.015392412519440679,-0.010653526022815663
2010-01-21,AAPL,6.228663444519043,6.38552546655906,6.202919188774265,6.3487052495772565,608154400.0,-0.017286489926821913,-0.027755853879359083
2010-01-22,AAPL,5.919730186462402,6.21160046072804,5.902068681145756,6.190047261160149,881767600.0,-0.049598643562687394,-0.07597784473870606
2010-01-25,AAPL,6.078987121582031,6.127781384990366,5.992773118182527,6.062223298689935,1065699600.0,0.02690273544625854,-0.051119121149229785
2010-01-26,AAPL,6.1649017333984375,6.397500124597752,6.06431879654292,6.165201094514336,1867110000.0,0.014133047183368053,-0.03770854291703607
2010-01-27,AAPL,6.222975730895996,6.303800822933116,5.973014429516342,6.192141939900389,1722568400.0,0.009420101083354115,-0.02864366011966646
2010-01-28,AAPL,5.965832710266113,6.151732020101089,5.948171198691016,6.134669230930651,1173502400.0,-0.041321552863080036,-0.0687816124669196
2010-01-29,AAPL,5.7493977546691895,6.052943113544992,5.695214594959765,6.019415469922071,1245952400.0,-0.03627908560434134,-0.10256536406456895
2010-02-01,AAPL,5.829327583312988,5.867345659149988,5.726649082239608,5.758679933635756,749876400.0,0.013902295867229908,-0.09008896223429486
2010-02-02,AAPL,5.863152503967285,5.87692311525356,5.788912945872675,5.864649709222942,698342400.0,0.005802542432359337,-0.08480916482798728
2010-02-03,AAPL,5.964033603668213,5.993071226301777,5.820044133762492,5.842495813190696,615328000.0,0.0172059484437197,-0.0690624385018529
2010-02-04,AAPL,5.749098300933838,5.938289702546928,5.734728969456485,5.889195286027982,757652000.0,-0.03603858009823713,-0.10261210637836138
2010-02-05,AAPL,5.851175785064697,5.867341278986924,5.713173562175895,5.76645902055772,850306800.0,0.017755390286904316,-0.08667863408836618
2010-02-08,AAPL,5.811064720153809,5.9236220983936345,5.807472386866804,5.858063614630011,478270800.0,-0.0068552144704442375,-0.0929396479321295
2010-02-09,AAPL,5.873030662536621,5.912245764485061,5.829923466915652,5.879915567609839,632886800.0,0.01066344041357925,-0.08326726391633354
2010-02-10,AAPL,5.840999126434326,5.885304163761113,5.815254874562057,5.864049128758826,370361600.0,-0.005454004574949711,-0.08826712845294005
2010-02-11,AAPL,5.947271347045898,5.979601949777657,5.80926906197309,5.83381627523509,550345600.0,0.018194185328777257,-0.0716788916176746
2010-02-12,AAPL,5.998461246490479,6.036179949597363,5.852376212154247,5.930507468863294,655468800.0,0.008607291723793153,-0.06368856102447296
2010-02-16,AAPL,6.088865280151367,6.097546351793125,6.032586596136439,6.045159361819439,543737600.0,0.015071204088178636,-0.0495772202375766
2010-02-17,AAPL,6.063420295715332,6.116106246288784,6.012828673627731,6.112513913382138,436396800.0,-0.004178937004729155,-0.053548977162063305
2010-02-18,AAPL,6.074796676635742,6.103534947112001,6.014626285037076,6.035880127145417,422825200.0,0.0018762316259766099,-0.05177321582057681
2010-02-19,AAPL,6.037076950073242,6.082878398525714,6.020313128331962,6.042765210593994,415469600.0,-0.006209216303086129,-0.057660961027926616
2010-02-22,AAPL,5.999658584594727,6.061924503782032,5.962838362761277,6.057135125137702,390563600.0,-0.006198093181181252,-0.06350166619974029
2010-02-23,AAPL,5.899073123931885,6.026897480751228,5.858660585576338,5.9870832647502805,575094800.0,-0.016765197426585998,-0.07920224565557044
2010-02-24,AAPL,6.006843090057373,6.030192457848223,5.922424454009027,5.934099537585516,460566400.0,0.018268965964886474,-0.06238022282090816
2010-02-25,AAPL,6.046955585479736,6.072699839249365,5.893985669233541,5.908653962615914,665126000.0,0.0066777997728553196,-0.05611898568583695
2010-02-26,AAPL,6.125385761260986,6.141850219986353,6.046955161439294,6.058330482111786,507460800.0,0.012970192135953518,-0.04387666757670361
2010-03-01,AAPL,6.256205558776856,6.271472177017979,6.150233717347692,6.159214151550896,550093600.0,0.021356989194577514,-0.023456751897455774
2010-03-02,AAPL,6.252015113830566,6.311287024533814,6.218786424893112,6.284344919929604,566546400.0,-0.0006698061479791795,-0.02411084656880247
2010-03-03,AAPL,6.266383171081543,6.282548673448106,6.224773569269848,6.254708885401255,372052800.0,0.002298148195322147,-0.021868108672010056
2010-03-04,AAPL,6.307693004608154,6.313979587659363,6.2454270953345326,6.264885966364551,366041200.0,0.0065922929381736495,-0.015419976712206074
2010-03-05,AAPL,6.554361343383789,6.576813025994735,6.425040147149231,6.43432034116325,899620400.0,0.03910595182667076,0.02308296224798867
2010-03-08,AAPL,6.558253765106201,6.588488040236623,6.533407190961398,6.586093550874246,429889600.0,0.000593867429408812,0.023690537896850827
2010-03-09,AAPL,6.6762003898620605,6.735472305058909,6.522631700923203,6.535204470861753,920259200.0,0.017984455768303098,0.04210105509608719
2010-03-10,AAPL,6.730681896209717,6.749841010027526,6.68158826577603,6.700447618759324,596218000.0,0.008160555880016407,0.050605178988822885
2010-03-11,AAPL,6.750437259674072,6.750437259674072,6.685178542814049,6.702840846486711,405700400.0,0.0029351206562711063,0.05368883195125829
2010-03-12,AAPL,6.783366680145264,6.817193281564324,6.757921389213214,6.806416283187033,416323600.0,0.00487811666185034,0.05882884899880536
2010-03-15,AAPL,6.700745105743408,6.750437044904169,6.593276480135705,6.746845511430092,493502800.0,-0.012180024801502598,0.04593228735745347
2010-03-16,AAPL,6.7190046310424805,6.734870366399846,6.660930188305275,6.710922282685047,446908000.0,0.0027249992367894826,0.04878245204223597
2010-03-17,AAPL,6.709127426147461,6.778876563319382,6.683682532273251,6.732476792343388,450956800.0,-0.0014700398998663822,0.04724069999145408
2010-03-18,AAPL,6.724992752075195,6.735469990142871,6.663924291097309,6.708527493074816,342109600.0,0.0023647376059519054,0.04971714945720729
2010-03-19,AAPL,6.653147220611572,6.742654178347074,6.622612792445322,6.729183330448397,559445600.0,-0.010683361917595113,0.03850264123844971
2010-03-22,AAPL,6.727987766265869,6.765407509207064,6.5902848388646085,6.599864395375914,456419600.0,0.01124889366981674,0.05018464702556491
