ticker,AAPL,AMZN,MSFT,NVDA,^FTSE,^GSPC
AAPL,1.0,0.48515983866295515,0.580732762043423,0.48053161139533723,0.3000092444214918,0.6895097415550059
AMZN,0.48515983866295515,1.0,0.5710778679114661,0.46801939990165997,0.2375917780905185,0.6082437599999334
MSFT,0.580732762043423,0.5710778679114661,1.0,0.5653659492789777,0.3483802775396018,0.7527383889996937
NVDA,0.48053161139533723,0.46801939990165997,0.5653659492789777,1.0,0.2587430088063254,0.6315394550181818
^FTSE,0.3000092444214918,0.2375917780905185,0.3483802775396018,0.2587430088063254,1.0,0.5535871982177193
^GSPC,0.6895097415550059,0.6082437599999334,0.7527383889996937,0.6315394550181818,0.5535871982177193,1.0
